Município,Mês,Quantidade
SAO DOMINGOS,April de 2023,0.0
SAO DOMINGOS,May de 2023,0.0
SAO DOMINGOS,June de 2023,0.0
SAO DOMINGOS,July de 2023,0.0
SAO DOMINGOS,August de 2023,0.0
SAO DOMINGOS,September de 2023,0.0
SAO DOMINGOS,October de 2023,0.0
SAO DOMINGOS,November de 2023,0.0
SAO DOMINGOS,December de 2023,0.0
SAO DOMINGOS,January de 2024,3.0
SAO DOMINGOS,February de 2024,1.0
SAO DOMINGOS,March de 2024,0.0
SAO DOMINGOS,April de 2024,0.0
SAO DOMINGOS,May de 2024,0.0
SAO DOMINGOS,June de 2024,0.0
SAO DOMINGOS,July de 2024,0.0
SAO DOMINGOS,August de 2024,0.0
SAO FRANCISCO DE GOIAS,January de 2021,0.0
SAO FRANCISCO DE GOIAS,February de 2021,0.0
SAO FRANCISCO DE GOIAS,March de 2021,0.0
SAO FRANCISCO DE GOIAS,April de 2021,0.0
SAO FRANCISCO DE GOIAS,May de 2021,0.0
SAO FRANCISCO DE GOIAS,June de 2021,0.0
SAO FRANCISCO DE GOIAS,July de 2021,1.0
SAO FRANCISCO DE GOIAS,August de 2021,0.0
SAO FRANCISCO DE GOIAS,September de 2021,0.0
SAO FRANCISCO DE GOIAS,October de 2021,0.0
SAO FRANCISCO DE GOIAS,November de 2021,0.0
SAO FRANCISCO DE GOIAS,December de 2021,0.0
SAO FRANCISCO DE GOIAS,January de 2022,0.0
SAO FRANCISCO DE GOIAS,February de 2022,0.0
SAO FRANCISCO DE GOIAS,March de 2022,0.0
SAO FRANCISCO DE GOIAS,April de 2022,0.0
SAO FRANCISCO DE GOIAS,May de 2022,0.0
SAO FRANCISCO DE GOIAS,June de 2022,0.0
SAO FRANCISCO DE GOIAS,July de 2022,0.0
SAO FRANCISCO DE GOIAS,August de 2022,0.0
SAO FRANCISCO DE GOIAS,September de 2022,0.0
SAO FRANCISCO DE GOIAS,October de 2022,0.0
SAO FRANCISCO DE GOIAS,November de 2022,0.0
SAO FRANCISCO DE GOIAS,December de 2022,0.0
SAO FRANCISCO DE GOIAS,January de 2023,0.0
SAO FRANCISCO DE GOIAS,February de 2023,0.0
SAO FRANCISCO DE GOIAS,March de 2023,0.0
SAO FRANCISCO DE GOIAS,April de 2023,1.0
SAO FRANCISCO DE GOIAS,May de 2023,0.0
SAO FRANCISCO DE GOIAS,June de 2023,0.0
SAO FRANCISCO DE GOIAS,July de 2023,0.0
SAO FRANCISCO DE GOIAS,August de 2023,0.0
SAO FRANCISCO DE GOIAS,September de 2023,0.0
SAO FRANCISCO DE GOIAS,October de 2023,1.0
SAO FRANCISCO DE GOIAS,November de 2023,0.0
SAO FRANCISCO DE GOIAS,December de 2023,0.0
SAO FRANCISCO DE GOIAS,January de 2024,0.0
SAO FRANCISCO DE GOIAS,February de 2024,0.0
SAO FRANCISCO DE GOIAS,March de 2024,0.0
SAO FRANCISCO DE GOIAS,April de 2024,0.0
SAO FRANCISCO DE GOIAS,May de 2024,1.0
SAO FRANCISCO DE GOIAS,June de 2024,0.0
SAO FRANCISCO DE GOIAS,July de 2024,0.0
SAO FRANCISCO DE GOIAS,August de 2024,0.0
SAO JOAO D'ALIANCA,January de 2021,0.0
SAO JOAO D'ALIANCA,February de 2021,0.0
SAO JOAO D'ALIANCA,March de 2021,0.0
SAO JOAO D'ALIANCA,April de 2021,0.0
SAO JOAO D'ALIANCA,May de 2021,0.0
SAO JOAO D'ALIANCA,June de 2021,0.0
SAO JOAO D'ALIANCA,July de 2021,0.0
SAO JOAO D'ALIANCA,August de 2021,0.0
SAO JOAO D'ALIANCA,September de 2021,0.0
SAO JOAO D'ALIANCA,October de 2021,0.0
SAO JOAO D'ALIANCA,November de 2021,0.0
SAO JOAO D'ALIANCA,December de 2021,0.0
SAO JOAO D'ALIANCA,January de 2022,0.0
SAO JOAO D'ALIANCA,February de 2022,0.0
SAO JOAO D'ALIANCA,March de 2022,0.0
SAO JOAO D'ALIANCA,April de 2022,0.0
SAO JOAO D'ALIANCA,May de 2022,0.0
SAO JOAO D'ALIANCA,June de 2022,0.0
SAO JOAO D'ALIANCA,July de 2022,0.0
SAO JOAO D'ALIANCA,August de 2022,0.0
SAO JOAO D'ALIANCA,September de 2022,0.0
SAO JOAO D'ALIANCA,October de 2022,0.0
SAO JOAO D'ALIANCA,November de 2022,0.0
SAO JOAO D'ALIANCA,December de 2022,0.0
SAO JOAO D'ALIANCA,January de 2023,0.0
SAO JOAO D'ALIANCA,February de 2023,0.0
SAO JOAO D'ALIANCA,March de 2023,0.0
SAO JOAO D'ALIANCA,April de 2023,0.0
SAO JOAO D'ALIANCA,May de 2023,0.0
SAO JOAO D'ALIANCA,June de 2023,0.0
SAO JOAO D'ALIANCA,July de 2023,0.0
SAO JOAO D'ALIANCA,August de 2023,0.0
SAO JOAO D'ALIANCA,September de 2023,0.0
SAO JOAO D'ALIANCA,October de 2023,0.0
SAO JOAO D'ALIANCA,November de 2023,0.0
SAO JOAO D'ALIANCA,December de 2023,0.0
SAO JOAO D'ALIANCA,January de 2024,0.0
SAO JOAO D'ALIANCA,February de 2024,0.0
SAO JOAO D'ALIANCA,March de 2024,0.0
SAO JOAO D'ALIANCA,April de 2024,0.0
SAO JOAO D'ALIANCA,May de 2024,0.0
SAO JOAO D'ALIANCA,June de 2024,0.0
SAO JOAO D'ALIANCA,July de 2024,0.0
SAO JOAO D'ALIANCA,August de 2024,0.0
SAO JOAO DA PARAUNA,January de 2021,0.0
SAO JOAO DA PARAUNA,February de 2021,0.0
SAO JOAO DA PARAUNA,March de 2021,0.0
SAO JOAO DA PARAUNA,April de 2021,0.0
SAO JOAO DA PARAUNA,May de 2021,0.0
SAO JOAO DA PARAUNA,June de 2021,0.0
SAO JOAO DA PARAUNA,July de 2021,0.0
SAO JOAO DA PARAUNA,August de 2021,0.0
SAO JOAO DA PARAUNA,September de 2021,0.0
SAO JOAO DA PARAUNA,October de 2021,1.0
SAO JOAO DA PARAUNA,November de 2021,0.0
SAO JOAO DA PARAUNA,December de 2021,0.0
SAO JOAO DA PARAUNA,January de 2022,0.0
SAO JOAO DA PARAUNA,February de 2022,0.0
SAO JOAO DA PARAUNA,March de 2022,0.0
SAO JOAO DA PARAUNA,April de 2022,0.0
SAO JOAO DA PARAUNA,May de 2022,0.0
SAO JOAO DA PARAUNA,June de 2022,0.0
SAO JOAO DA PARAUNA,July de 2022,0.0
SAO JOAO DA PARAUNA,August de 2022,0.0
SAO JOAO DA PARAUNA,September de 2022,0.0
SAO JOAO DA PARAUNA,October de 2022,0.0
SAO JOAO DA PARAUNA,November de 2022,0.0
SAO JOAO DA PARAUNA,December de 2022,0.0
SAO JOAO DA PARAUNA,January de 2023,0.0
SAO JOAO DA PARAUNA,February de 2023,0.0
SAO JOAO DA PARAUNA,March de 2023,0.0
SAO JOAO DA PARAUNA,April de 2023,0.0
SAO JOAO DA PARAUNA,May de 2023,0.0
SAO JOAO DA PARAUNA,June de 2023,0.0
SAO JOAO DA PARAUNA,July de 2023,0.0
SAO JOAO DA PARAUNA,August de 2023,0.0
SAO JOAO DA PARAUNA,September de 2023,0.0
SAO JOAO DA PARAUNA,October de 2023,0.0
SAO JOAO DA PARAUNA,November de 2023,0.0
SAO JOAO DA PARAUNA,December de 2023,0.0
SAO JOAO DA PARAUNA,January de 2024,0.0
SAO JOAO DA PARAUNA,February de 2024,0.0
SAO JOAO DA PARAUNA,March de 2024,0.0
SAO JOAO DA PARAUNA,April de 2024,0.0
SAO JOAO DA PARAUNA,May de 2024,0.0
SAO JOAO DA PARAUNA,June de 2024,0.0
SAO JOAO DA PARAUNA,July de 2024,0.0
SAO JOAO DA PARAUNA,August de 2024,0.0
SAO LUIS DE MONTES BELOS,January de 2021,0.0
SAO LUIS DE MONTES BELOS,February de 2021,0.0
SAO LUIS DE MONTES BELOS,March de 2021,0.0
SAO LUIS DE MONTES BELOS,April de 2021,0.0
SAO LUIS DE MONTES BELOS,May de 2021,2.0
SAO LUIS DE MONTES BELOS,June de 2021,0.0
SAO LUIS DE MONTES BELOS,July de 2021,0.0
SAO LUIS DE MONTES BELOS,August de 2021,0.0
SAO LUIS DE MONTES BELOS,September de 2021,0.0
SAO LUIS DE MONTES BELOS,October de 2021,2.0
SAO LUIS DE MONTES BELOS,November de 2021,1.0
SAO LUIS DE MONTES BELOS,December de 2021,0.0
SAO LUIS DE MONTES BELOS,January de 2022,0.0
SAO LUIS DE MONTES BELOS,February de 2022,0.0
SAO LUIS DE MONTES BELOS,March de 2022,0.0
SAO LUIS DE MONTES BELOS,April de 2022,2.0
SAO LUIS DE MONTES BELOS,May de 2022,0.0
SAO LUIS DE MONTES BELOS,June de 2022,0.0
SAO LUIS DE MONTES BELOS,July de 2022,0.0
SAO LUIS DE MONTES BELOS,August de 2022,2.0
SAO LUIS DE MONTES BELOS,September de 2022,1.0
SAO LUIS DE MONTES BELOS,October de 2022,0.0
SAO LUIS DE MONTES BELOS,November de 2022,0.0
SAO LUIS DE MONTES BELOS,December de 2022,0.0
SAO LUIS DE MONTES BELOS,January de 2023,0.0
SAO LUIS DE MONTES BELOS,February de 2023,1.0
SAO LUIS DE MONTES BELOS,March de 2023,1.0
SAO LUIS DE MONTES BELOS,April de 2023,3.0
SAO LUIS DE MONTES BELOS,May de 2023,2.0
SAO LUIS DE MONTES BELOS,June de 2023,0.0
SAO LUIS DE MONTES BELOS,July de 2023,0.0
SAO LUIS DE MONTES BELOS,August de 2023,0.0
SAO LUIS DE MONTES BELOS,September de 2023,3.0
SAO LUIS DE MONTES BELOS,October de 2023,0.0
SAO LUIS DE MONTES BELOS,November de 2023,0.0
SAO LUIS DE MONTES BELOS,December de 2023,2.0
SAO LUIS DE MONTES BELOS,January de 2024,2.0
SAO LUIS DE MONTES BELOS,February de 2024,2.0
SAO LUIS DE MONTES BELOS,March de 2024,3.0
SAO LUIS DE MONTES BELOS,April de 2024,0.0
SAO LUIS DE MONTES BELOS,May de 2024,0.0
SAO LUIS DE MONTES BELOS,June de 2024,0.0
SAO LUIS DE MONTES BELOS,July de 2024,0.0
SAO LUIS DE MONTES BELOS,August de 2024,0.0
SAO LUIZ DO NORTE,January de 2021,0.0
SAO LUIZ DO NORTE,February de 2021,0.0
SAO LUIZ DO NORTE,March de 2021,0.0
SAO LUIZ DO NORTE,April de 2021,0.0
SAO LUIZ DO NORTE,May de 2021,0.0
SAO LUIZ DO NORTE,June de 2021,0.0
SAO LUIZ DO NORTE,July de 2021,0.0
SAO LUIZ DO NORTE,August de 2021,0.0
SAO LUIZ DO NORTE,September de 2021,0.0
SAO LUIZ DO NORTE,October de 2021,0.0
SAO LUIZ DO NORTE,November de 2021,0.0
SAO LUIZ DO NORTE,December de 2021,0.0
SAO LUIZ DO NORTE,January de 2022,0.0
SAO LUIZ DO NORTE,February de 2022,0.0
SAO LUIZ DO NORTE,March de 2022,0.0
SAO LUIZ DO NORTE,April de 2022,0.0
SAO LUIZ DO NORTE,May de 2022,0.0
SAO LUIZ DO NORTE,June de 2022,0.0
SAO LUIZ DO NORTE,July de 2022,0.0
SAO LUIZ DO NORTE,August de 2022,2.0
SAO LUIZ DO NORTE,September de 2022,0.0
SAO LUIZ DO NORTE,October de 2022,0.0
SAO LUIZ DO NORTE,November de 2022,0.0
SAO LUIZ DO NORTE,December de 2022,0.0
SAO LUIZ DO NORTE,January de 2023,0.0
SAO LUIZ DO NORTE,February de 2023,0.0
SAO LUIZ DO NORTE,March de 2023,0.0
SAO LUIZ DO NORTE,April de 2023,0.0
SAO LUIZ DO NORTE,May de 2023,0.0
SAO LUIZ DO NORTE,June de 2023,0.0
SAO LUIZ DO NORTE,July de 2023,0.0
SAO LUIZ DO NORTE,August de 2023,0.0
SAO LUIZ DO NORTE,September de 2023,0.0
SAO LUIZ DO NORTE,October de 2023,0.0
SAO LUIZ DO NORTE,November de 2023,0.0
SAO LUIZ DO NORTE,December de 2023,0.0
SAO LUIZ DO NORTE,January de 2024,0.0
SAO LUIZ DO NORTE,February de 2024,0.0
SAO LUIZ DO NORTE,March de 2024,0.0
SAO LUIZ DO NORTE,April de 2024,1.0
SAO LUIZ DO NORTE,May de 2024,0.0
SAO LUIZ DO NORTE,June de 2024,0.0
SAO LUIZ DO NORTE,July de 2024,0.0
SAO LUIZ DO NORTE,August de 2024,0.0
SAO MIGUEL DO ARAGUAIA,January de 2021,0.0
SAO MIGUEL DO ARAGUAIA,February de 2021,1.0
SAO MIGUEL DO ARAGUAIA,March de 2021,1.0
SAO MIGUEL DO ARAGUAIA,April de 2021,0.0
SAO MIGUEL DO ARAGUAIA,May de 2021,0.0
SAO MIGUEL DO ARAGUAIA,June de 2021,1.0
SAO MIGUEL DO ARAGUAIA,July de 2021,0.0
SAO MIGUEL DO ARAGUAIA,August de 2021,0.0
SAO MIGUEL DO ARAGUAIA,September de 2021,0.0
SAO MIGUEL DO ARAGUAIA,October de 2021,1.0
SAO MIGUEL DO ARAGUAIA,November de 2021,1.0
SAO MIGUEL DO ARAGUAIA,December de 2021,0.0
SAO MIGUEL DO ARAGUAIA,January de 2022,0.0
SAO MIGUEL DO ARAGUAIA,February de 2022,0.0
SAO MIGUEL DO ARAGUAIA,March de 2022,0.0
SAO MIGUEL DO ARAGUAIA,April de 2022,1.0
SAO MIGUEL DO ARAGUAIA,May de 2022,0.0
SAO MIGUEL DO ARAGUAIA,June de 2022,0.0
SAO MIGUEL DO ARAGUAIA,July de 2022,0.0
SAO MIGUEL DO ARAGUAIA,August de 2022,0.0
SAO MIGUEL DO ARAGUAIA,September de 2022,0.0
SAO MIGUEL DO ARAGUAIA,October de 2022,0.0
SAO MIGUEL DO ARAGUAIA,November de 2022,0.0
SAO MIGUEL DO ARAGUAIA,December de 2022,0.0
SAO MIGUEL DO ARAGUAIA,January de 2023,2.0
SAO MIGUEL DO ARAGUAIA,February de 2023,0.0
SAO MIGUEL DO ARAGUAIA,March de 2023,1.0
SAO MIGUEL DO ARAGUAIA,April de 2023,0.0
SAO MIGUEL DO ARAGUAIA,May de 2023,1.0
SAO MIGUEL DO ARAGUAIA,June de 2023,0.0
SAO MIGUEL DO ARAGUAIA,July de 2023,0.0
SAO MIGUEL DO ARAGUAIA,August de 2023,0.0
SAO MIGUEL DO ARAGUAIA,September de 2023,1.0
SAO MIGUEL DO ARAGUAIA,October de 2023,0.0
SAO MIGUEL DO ARAGUAIA,November de 2023,0.0
SAO MIGUEL DO ARAGUAIA,December de 2023,1.0
SAO MIGUEL DO ARAGUAIA,January de 2024,1.0
SAO MIGUEL DO ARAGUAIA,February de 2024,1.0
SAO MIGUEL DO ARAGUAIA,March de 2024,0.0
SAO MIGUEL DO ARAGUAIA,April de 2024,0.0
SAO MIGUEL DO ARAGUAIA,May de 2024,0.0
SAO MIGUEL DO ARAGUAIA,June de 2024,1.0
SAO MIGUEL DO ARAGUAIA,July de 2024,0.0
SAO MIGUEL DO ARAGUAIA,August de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,January de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,February de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,March de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,April de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,May de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,June de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,July de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,August de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,September de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,October de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,November de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,December de 2021,0.0
SAO MIGUEL DO PASSA QUATRO,January de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,February de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,March de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,April de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,May de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,June de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,July de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,August de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,September de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,October de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,November de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,December de 2022,0.0
SAO MIGUEL DO PASSA QUATRO,January de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,February de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,March de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,April de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,May de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,June de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,July de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,August de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,September de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,October de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,November de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,December de 2023,0.0
SAO MIGUEL DO PASSA QUATRO,January de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,February de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,March de 2024,1.0
SAO MIGUEL DO PASSA QUATRO,April de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,May de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,June de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,July de 2024,0.0
SAO MIGUEL DO PASSA QUATRO,August de 2024,0.0
SAO PATRICIO,January de 2021,0.0
SAO PATRICIO,February de 2021,0.0
SAO PATRICIO,March de 2021,0.0
SAO PATRICIO,April de 2021,0.0
SAO PATRICIO,May de 2021,0.0
SAO PATRICIO,June de 2021,0.0
SAO PATRICIO,July de 2021,0.0
SAO PATRICIO,August de 2021,0.0
SAO PATRICIO,September de 2021,0.0
SAO PATRICIO,October de 2021,0.0
SAO PATRICIO,November de 2021,0.0
SAO PATRICIO,December de 2021,0.0
SAO PATRICIO,January de 2022,0.0
SAO PATRICIO,February de 2022,0.0
SAO PATRICIO,March de 2022,0.0
SAO PATRICIO,April de 2022,0.0
SAO PATRICIO,May de 2022,0.0
SAO PATRICIO,June de 2022,1.0
SAO PATRICIO,July de 2022,0.0
SAO PATRICIO,August de 2022,0.0
SAO PATRICIO,September de 2022,0.0
SAO PATRICIO,October de 2022,0.0
SAO PATRICIO,November de 2022,0.0
SAO PATRICIO,December de 2022,0.0
SAO PATRICIO,January de 2023,0.0
SAO PATRICIO,February de 2023,0.0
SAO PATRICIO,March de 2023,0.0
SAO PATRICIO,April de 2023,0.0
SAO PATRICIO,May de 2023,0.0
SAO PATRICIO,June de 2023,0.0
SAO PATRICIO,July de 2023,0.0
SAO PATRICIO,August de 2023,0.0
SAO PATRICIO,September de 2023,0.0
SAO PATRICIO,October de 2023,0.0
SAO PATRICIO,November de 2023,0.0
SAO PATRICIO,December de 2023,0.0
SAO PATRICIO,January de 2024,0.0
SAO PATRICIO,February de 2024,0.0
SAO PATRICIO,March de 2024,0.0
SAO PATRICIO,April de 2024,0.0
SAO PATRICIO,May de 2024,0.0
SAO PATRICIO,June de 2024,0.0
SAO PATRICIO,July de 2024,0.0
SAO PATRICIO,August de 2024,0.0
SAO SIMAO,January de 2021,0.0
SAO SIMAO,February de 2021,0.0
SAO SIMAO,March de 2021,1.0
SAO SIMAO,April de 2021,0.0
SAO SIMAO,May de 2021,0.0
SAO SIMAO,June de 2021,0.0
SAO SIMAO,July de 2021,0.0
SAO SIMAO,August de 2021,0.0
SAO SIMAO,September de 2021,0.0
SAO SIMAO,October de 2021,0.0
SAO SIMAO,November de 2021,1.0
SAO SIMAO,December de 2021,0.0
SAO SIMAO,January de 2022,0.0
SAO SIMAO,February de 2022,0.0
SAO SIMAO,March de 2022,0.0
SAO SIMAO,April de 2022,0.0
SAO SIMAO,May de 2022,0.0
SAO SIMAO,June de 2022,0.0
SAO SIMAO,July de 2022,0.0
SAO SIMAO,August de 2022,0.0
SAO SIMAO,September de 2022,0.0
SAO SIMAO,October de 2022,0.0
SAO SIMAO,November de 2022,0.0
SAO SIMAO,December de 2022,0.0
SAO SIMAO,January de 2023,0.0
SAO SIMAO,February de 2023,0.0
SAO SIMAO,March de 2023,0.0
SAO SIMAO,April de 2023,0.0
SAO SIMAO,May de 2023,0.0
SAO SIMAO,June de 2023,0.0
SAO SIMAO,July de 2023,0.0
SAO SIMAO,August de 2023,0.0
SAO SIMAO,September de 2023,0.0
SAO SIMAO,October de 2023,0.0
SAO SIMAO,November de 2023,1.0
SAO SIMAO,December de 2023,0.0
SAO SIMAO,January de 2024,0.0
SAO SIMAO,February de 2024,0.0
SAO SIMAO,March de 2024,0.0
SAO SIMAO,April de 2024,0.0
SAO SIMAO,May de 2024,0.0
SAO SIMAO,June de 2024,0.0
SAO SIMAO,July de 2024,0.0
SAO SIMAO,August de 2024,0.0
SENADOR CANEDO,January de 2021,0.0
SENADOR CANEDO,February de 2021,2.0
SENADOR CANEDO,March de 2021,3.0
SENADOR CANEDO,April de 2021,0.0
SENADOR CANEDO,May de 2021,2.0
SENADOR CANEDO,June de 2021,2.0
SENADOR CANEDO,July de 2021,0.0
SENADOR CANEDO,August de 2021,3.0
SENADOR CANEDO,September de 2021,4.0
SENADOR CANEDO,October de 2021,3.0
SENADOR CANEDO,November de 2021,1.0
SENADOR CANEDO,December de 2021,0.0
SENADOR CANEDO,January de 2022,3.0
SENADOR CANEDO,February de 2022,2.0
SENADOR CANEDO,March de 2022,9.0
SENADOR CANEDO,April de 2022,2.0
SENADOR CANEDO,May de 2022,2.0
SENADOR CANEDO,June de 2022,4.0
SENADOR CANEDO,July de 2022,5.0
SENADOR CANEDO,August de 2022,0.0
SENADOR CANEDO,September de 2022,0.0
SENADOR CANEDO,October de 2022,2.0
SENADOR CANEDO,November de 2022,3.0
SENADOR CANEDO,December de 2022,0.0
SENADOR CANEDO,January de 2023,2.0
SENADOR CANEDO,February de 2023,1.0
SENADOR CANEDO,March de 2023,1.0
SENADOR CANEDO,April de 2023,3.0
SENADOR CANEDO,May de 2023,5.0
SENADOR CANEDO,June de 2023,3.0
SENADOR CANEDO,July de 2023,4.0
SENADOR CANEDO,August de 2023,3.0
SENADOR CANEDO,September de 2023,1.0
SENADOR CANEDO,October de 2023,4.0
SENADOR CANEDO,November de 2023,5.0
SENADOR CANEDO,December de 2023,1.0
SENADOR CANEDO,January de 2024,2.0
SENADOR CANEDO,February de 2024,1.0
SENADOR CANEDO,March de 2024,2.0
SENADOR CANEDO,April de 2024,2.0
SENADOR CANEDO,May de 2024,3.0
SENADOR CANEDO,June de 2024,2.0
SENADOR CANEDO,July de 2024,0.0
SENADOR CANEDO,August de 2024,0.0
SERRANOPOLIS,January de 2021,0.0
SERRANOPOLIS,February de 2021,0.0
SERRANOPOLIS,March de 2021,0.0
SERRANOPOLIS,April de 2021,0.0
SERRANOPOLIS,May de 2021,0.0
SERRANOPOLIS,June de 2021,0.0
SERRANOPOLIS,July de 2021,0.0
SERRANOPOLIS,August de 2021,0.0
SERRANOPOLIS,September de 2021,0.0
SERRANOPOLIS,October de 2021,0.0
SERRANOPOLIS,November de 2021,0.0
SERRANOPOLIS,December de 2021,0.0
SERRANOPOLIS,January de 2022,0.0
SERRANOPOLIS,February de 2022,0.0
SERRANOPOLIS,March de 2022,0.0
SERRANOPOLIS,April de 2022,0.0
SERRANOPOLIS,May de 2022,0.0
SERRANOPOLIS,June de 2022,0.0
SERRANOPOLIS,July de 2022,0.0
SERRANOPOLIS,August de 2022,0.0
SERRANOPOLIS,September de 2022,1.0
SERRANOPOLIS,October de 2022,0.0
SERRANOPOLIS,November de 2022,1.0
SERRANOPOLIS,December de 2022,0.0
SERRANOPOLIS,January de 2023,0.0
SERRANOPOLIS,February de 2023,0.0
SERRANOPOLIS,March de 2023,0.0
SERRANOPOLIS,April de 2023,0.0
SERRANOPOLIS,May de 2023,0.0
SERRANOPOLIS,June de 2023,0.0
SERRANOPOLIS,July de 2023,0.0
SERRANOPOLIS,August de 2023,1.0
SERRANOPOLIS,September de 2023,0.0
SERRANOPOLIS,October de 2023,0.0
SERRANOPOLIS,November de 2023,0.0
SERRANOPOLIS,December de 2023,1.0
SERRANOPOLIS,January de 2024,0.0
SERRANOPOLIS,February de 2024,0.0
SERRANOPOLIS,March de 2024,0.0
SERRANOPOLIS,April de 2024,0.0
SERRANOPOLIS,May de 2024,0.0
SERRANOPOLIS,June de 2024,0.0
SERRANOPOLIS,July de 2024,0.0
SERRANOPOLIS,August de 2024,0.0
SILVANIA,January de 2021,0.0
SILVANIA,February de 2021,1.0
SILVANIA,March de 2021,1.0
SILVANIA,April de 2021,0.0
SILVANIA,May de 2021,0.0
SILVANIA,June de 2021,0.0
SILVANIA,July de 2021,0.0
SILVANIA,August de 2021,0.0
SILVANIA,September de 2021,0.0
SILVANIA,October de 2021,0.0
SILVANIA,November de 2021,0.0
SILVANIA,December de 2021,0.0
SILVANIA,January de 2022,0.0
SILVANIA,February de 2022,1.0
SILVANIA,March de 2022,2.0
SILVANIA,April de 2022,0.0
SILVANIA,May de 2022,0.0
SILVANIA,June de 2022,1.0
SILVANIA,July de 2022,0.0
SILVANIA,August de 2022,0.0
SILVANIA,September de 2022,0.0
SILVANIA,October de 2022,1.0
SILVANIA,November de 2022,0.0
SILVANIA,December de 2022,0.0
SILVANIA,January de 2023,0.0
SILVANIA,February de 2023,0.0
SILVANIA,March de 2023,2.0
SILVANIA,April de 2023,0.0
SILVANIA,May de 2023,1.0
SILVANIA,June de 2023,0.0
SILVANIA,July de 2023,0.0
SILVANIA,August de 2023,0.0
SILVANIA,September de 2023,0.0
SILVANIA,October de 2023,0.0
SILVANIA,November de 2023,0.0
SILVANIA,December de 2023,0.0
SILVANIA,January de 2024,0.0
SILVANIA,February de 2024,0.0
SILVANIA,March de 2024,0.0
SILVANIA,April de 2024,2.0
SILVANIA,May de 2024,0.0
SILVANIA,June de 2024,0.0
SILVANIA,July de 2024,0.0
SILVANIA,August de 2024,0.0
SIMOLANDIA,January de 2021,0.0
SIMOLANDIA,February de 2021,0.0
SIMOLANDIA,March de 2021,0.0
SIMOLANDIA,April de 2021,0.0
SIMOLANDIA,May de 2021,0.0
SIMOLANDIA,June de 2021,0.0
SIMOLANDIA,July de 2021,0.0
SIMOLANDIA,August de 2021,0.0
SIMOLANDIA,September de 2021,0.0
SIMOLANDIA,October de 2021,0.0
SIMOLANDIA,November de 2021,1.0
SIMOLANDIA,December de 2021,0.0
SIMOLANDIA,January de 2022,0.0
SIMOLANDIA,February de 2022,0.0
SIMOLANDIA,March de 2022,0.0
SIMOLANDIA,April de 2022,0.0
SIMOLANDIA,May de 2022,0.0
SIMOLANDIA,June de 2022,0.0
SIMOLANDIA,July de 2022,1.0
SIMOLANDIA,August de 2022,0.0
SIMOLANDIA,September de 2022,1.0
SIMOLANDIA,October de 2022,0.0
SIMOLANDIA,November de 2022,1.0
SIMOLANDIA,December de 2022,0.0
SIMOLANDIA,January de 2023,0.0
SIMOLANDIA,February de 2023,0.0
SIMOLANDIA,March de 2023,0.0
SIMOLANDIA,April de 2023,0.0
SIMOLANDIA,May de 2023,0.0
SIMOLANDIA,June de 2023,0.0
SIMOLANDIA,July de 2023,0.0
SIMOLANDIA,August de 2023,0.0
SIMOLANDIA,September de 2023,0.0
SIMOLANDIA,October de 2023,0.0
SIMOLANDIA,November de 2023,0.0
SIMOLANDIA,December de 2023,0.0
SIMOLANDIA,January de 2024,0.0
SIMOLANDIA,February de 2024,0.0
SIMOLANDIA,March de 2024,0.0
